Player,TEAM,AGE,MIN_2017,MIN_2018,GP,W,L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST_x,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Height_x,Weight_x,College_x,Country_x,Draft Year_x,Draft Round_x,Draft Number_x,Height_y,Weight_y,College_y,Country_y,Draft Year_y,Draft Round_y,Draft Number_y,Box Outs,OFF Box Outs,DEF Box Outs,Team RebOn Box Outs,Player RebOn Box Outs,% Box Outs Off,% Box Outs Def,% Team RebWhen Box Out,% Player RebWhen Box Out,ContestedREB,ContestedREB%,REBChances,REBChance%,DeferredREB Chances,AdjustedREB Chance%,AVG REBDistance,PassesMade,PassesReceived,AST_y,SecondaryAST,PotentialAST,AST PTSCreated,AST PTSCreated,AST PTSCreated,AST PTSCreated,ASTAdj,AST ToPass%,AST ToPass% Adj,ScreenAssists,ScreenAssists PTS,Deflections,OFF Loose BallsRecovered,DEF Loose BallsRecovered,Loose BallsRecovered,% Loose BallsRecovered OFF,% Loose BallsRecovered DEF,ChargesDrawn,Contested2PT Shots,Contested3PT Shots,ContestedShots,FGM_und_5ft,FGA_und_5ft,FG%_und_5ft,FGM_5_9ft,FGA_5_9ft,FG%_5_9ft,FGM_10_14ft,FGA_10_14ft,FG%_10_14ft,FGM_15_19ft,FGA_15_19ft,FG%_15_19ft,FGM_20_24ft,FGA_20_24ft,FG%_20_24ft,FGM_25_29ft,FGA_25_29ft,FG%_25_29ft,OPP_FGM_und_5ft,OPP_FGA_und_5ft,OPP_FG%_und_5ft,OPP_FGM_5_9ft,OPP_FGA_5_9ft,OPP_FG%_5_9ft,OPP_FGM_10_14ft,OPP_FGA_10_14ft,OPP_FG%_10_14ft,OPP_FGM_15_19ft,OPP_FGA_15_19ft,OPP_FG%_15_19ft,OPP_FGM_20_24ft,OPP_FGA_20_24ft,OPP_FG%_20_24ft,OPP_FGM_25_29ft,OPP_FGA_25_29ft,OPP_FG%_25_29ft,DEFRTG,NETRTG,AST%,OREB%,DREB%,REB%,eFG%,TS%,USG%,PACE,PIE_2017,PIE_2018
Jaylen Morris,ATL,22,16.4,7.1,6,2,4,4.7,2.2,5.3,40.6,0.3,1.7,20.0,0.0,0.0,0.0,0.3,2.3,2.7,1.2,1.0,0.3,0.2,0.3,10.1,0,0,-7.0,6-5,185,Molloy,USA,Undrafted,Undrafted,Undrafted,6-5,185,Molloy,USA,Undrafted,Undrafted,Undrafted,1.8,0.0,1.8,1.3,0.2,0.0,100,100,12.5,0.3,12.5,6.3,42.1,0.2,43.2,8.6,11.0,10.8,1.2,0.0,2.2,,2.3,,2.3,1.0,10.6,9.1,0.0,0.0,1.0,0.2,0.3,0.5,33.3,66.7,0.17,4.0,2.7,6.7,1.2,2.5,46.7,0.2,0.3,50.0,0.3,0.3,100,0.0,0.3,0.0,0.3,1.3,25.0,0.2,0.3,50.0,4.7,8.0,58.3,0.8,3.3,25.0,1.3,2.5,53.3,2.0,5.0,40.0,2.8,6.8,41.5,2.2,5.8,37.1,105.0,-17.9,13.0,1.8,12.5,7.2,43.8,43.8,15.4,106.49,7.7,10.9
Jayson Tatum,BOS,20,30.5,31.1,80,53,27,13.9,5.0,10.4,47.5,1.3,3.0,43.4,2.7,3.2,82.6,0.6,4.4,5.0,1.6,1.4,1.0,0.7,2.1,26.2,4,0,4.3,6-8,205,Duke,USA,2017,1,3,6-8,205,Duke,USA,2017,1,3,2.1,0.2,1.9,1.1,0.4,10.3,89.7,81.8,30.0,1.2,22.9,9.4,53.7,0.5,56.4,6.9,27.8,27.9,1.6,0.2,3.1,,4.0,,4.0,1.9,5.8,6.7,0.4,1.1,1.7,0.3,0.5,0.8,39.7,60.3,0.01,3.4,3.0,6.4,2.3,4.0,57.4,0.1,0.5,23.1,0.3,0.8,37.7,0.7,1.6,43.3,1.0,1.9,49.4,0.7,1.7,38.5,11.2,18.6,60.2,1.8,5.2,35.1,1.6,4.6,33.8,2.4,6.3,38.0,3.0,7.5,39.6,3.5,11.4,30.4,100.8,6.9,8.1,2.1,13.8,8.1,53.8,58.6,19.2,97.42,10.8,10.6
Jeff Green,CLE,31,23.4,27.2,78,47,31,10.8,3.8,7.9,47.7,0.7,2.2,31.2,2.6,3.0,86.8,0.8,2.4,3.2,1.3,1.0,0.5,0.4,1.9,18.5,1,0,1.3,6-9,235,Georgetown,USA,2007,1,5,6-9,235,Georgetown,USA,2007,1,5,3.5,0.3,3.1,1.5,0.3,9.2,90.8,86.0,17.6,1.3,42.7,6.5,48.8,0.3,51.3,6.9,22.0,22.4,1.3,0.2,2.2,,3.1,,3.1,1.4,5.8,6.5,0.9,2.3,1.0,0.2,0.4,0.6,32.6,67.4,0.08,4.5,3.0,7.5,2.4,3.6,66.0,0.2,0.7,35.8,0.2,0.7,27.5,0.2,0.5,38.5,0.5,1.5,32.5,0.3,0.9,34.8,9.0,14.6,61.7,1.5,3.7,41.5,1.6,3.8,42.7,1.7,4.1,40.4,2.5,6.4,39.0,3.3,10.1,32.2,106.2,3.7,8.1,3.4,9.5,6.6,52.0,58.7,19.0,100.04,9.0,8.8
Jeff Teague,MIN,30,33.0,30.1,70,41,29,14.2,5.1,11.3,44.6,1.2,3.3,36.8,2.9,3.4,84.5,0.3,2.6,3.0,7.0,2.5,1.5,0.3,2.4,31.2,13,0,2.0,6-2,189,Wake Forest,USA,2009,1,19,6-2,189,Wake Forest,USA,2009,1,19,0.5,0.0,0.5,0.3,0.0,0.0,100,91.7,8.3,0.3,9.6,6.9,43.5,0.4,46.3,10.4,57.5,66.5,7.0,0.5,12.1,,16.9,,16.9,8.0,12.2,14.0,0.4,0.8,2.7,0.4,0.8,1.2,31.4,68.6,0.10,2.6,2.9,5.5,1.9,3.2,59.6,0.9,2.3,37.7,0.7,1.6,42.9,0.3,0.8,42.1,0.5,1.4,38.0,0.7,1.9,36.0,12.7,19.5,65.3,2.0,5.4,36.5,1.8,4.5,39.9,2.2,5.4,40.8,4.6,11.7,38.9,4.3,11.6,36.9,110.0,2.7,29.8,1.1,8.1,4.6,49.9,55.3,20.1,98.11,10.5,10.3
Jeff Withey,DAL,28,3.9,,10,2,8,1.5,0.6,1.6,37.5,0.2,1.0,20.0,0.1,0.2,50.0,0.1,0.9,1.0,0.0,0.2,0.0,0.3,0.3,3.4,0,0,2.1,7-0,230,Kansas,USA,2013,2,39,7-0,230,Kansas,USA,2013,2,39,0.7,0.0,0.7,0.3,0.1,0.0,100,100,33.3,0.4,40.0,1.9,52.6,0.1,55.6,4.2,3.7,3.7,0.0,0.0,0.3,,0.0,,0.0,0.0,0.0,0.0,0.4,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.00,1.3,0.5,1.8,0.4,0.4,100,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.7,16.7,0.1,0.4,25.0,0.9,1.8,50.0,0.1,0.4,33.3,0.3,0.6,60.0,0.3,1.0,33.3,0.7,1.2,54.5,0.6,2.1,26.3,81.0,25.0,0.0,2.3,22.0,11.9,43.8,44.4,20.0,102.60,8.4,
Jerami Grant,OKC,24,20.3,32.7,81,48,33,8.4,3.0,5.6,53.5,0.4,1.4,29.1,2.0,3.0,67.5,1.1,2.9,3.9,0.7,0.7,0.4,1.0,1.9,17.5,2,0,0.2,6-9,220,Syracuse,USA,2014,2,39,6-9,220,Syracuse,USA,2014,2,39,4.1,0.3,3.8,1.6,0.4,6.7,93.0,82.5,20.8,1.6,39.4,7.9,49.8,0.4,52.6,6.3,22.5,16.1,0.7,0.1,1.8,,2.1,,2.1,0.9,3.1,3.8,1.7,3.9,0.7,0.3,0.3,0.6,46.0,54.0,0.21,4.4,2.2,6.6,2.4,3.6,65.3,0.1,0.3,32.1,0.0,0.1,50.0,0.1,0.2,35.7,0.3,0.9,30.7,0.1,0.4,32.4,7.3,12.8,57.0,1.2,3.5,33.7,1.2,2.8,40.9,1.1,2.5,43.1,2.6,7.0,36.4,2.4,6.1,39.4,104.7,1.7,5.5,5.0,14.0,9.4,57.0,60.7,16.1,98.37,10.1,8.4
Jeremy Evans,ATL,30,5.4,,1,0,1,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.2,0,0,-4.0,6-9,200,Western Kentucky,USA,2010,2,55,6-9,200,Western Kentucky,USA,2010,2,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100,0.0,100,5.6,6.0,5.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,2.0,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,1.0,1.0,100,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,100,1.0,4.0,25.0,123.1,-23.1,0.0,14.3,0.0,7.7,100,100,14.3,112.15,2.5,
Jeremy Lamb,CHA,26,24.6,28.5,80,36,44,12.9,4.8,10.4,45.7,1.2,3.2,37.0,2.2,2.6,86.1,0.6,3.4,4.1,2.3,1.2,0.8,0.4,1.7,23.6,0,0,1.0,6-5,185,Connecticut,USA,2012,1,12,6-5,185,Connecticut,USA,2012,1,12,0.5,0.1,0.5,0.4,0.1,9.8,90.2,100,29.0,0.9,21.6,7.5,53.9,0.5,58.0,6.9,22.3,27.0,2.3,0.4,4.5,,5.9,,5.9,2.9,10.4,13.2,0.1,0.2,1.6,0.3,0.5,0.9,40.6,59.4,0.01,2.4,3.0,5.5,1.6,2.7,58.8,0.6,1.3,47.5,0.6,1.3,50.5,0.6,1.7,37.9,0.6,1.4,39.6,0.7,2.0,35.6,8.5,13.3,64.2,1.6,4.2,38.6,1.9,4.2,46.4,1.9,4.8,38.9,2.8,7.1,39.7,3.7,10.1,36.5,107.9,1.3,15.4,2.4,14.0,8.0,51.3,55.9,22.0,98.90,11.6,11.8
Jeremy Lin,BKN,29,25.2,19.4,1,0,1,18.0,5.0,12.0,41.7,1.0,2.0,50.0,7.0,7.0,100,0.0,0.0,0.0,4.0,3.0,0.0,0.0,3.0,21.0,0,0,-6.0,6-3,200,Harvard,USA,Undrafted,Undrafted,Undrafted,6-3,200,Harvard,USA,Undrafted,Undrafted,Undrafted,1.0,0.0,1.0,1.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,49.0,4.0,0.0,7.0,,12.0,,12.0,4.0,12.5,12.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.00,3.0,1.0,4.0,3.0,6.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,33.3,0.0,0.0,0.0,1.0,2.0,50.0,16.0,21.0,76.2,2.0,3.0,66.7,0.0,2.0,0.0,6.0,8.0,75.0,2.0,6.0,33.3,3.0,14.0,21.4,119.0,-9.5,23.5,0.0,0.0,0.0,45.8,59.7,25.4,120.08,7.1,10.0
Jerian Grant,CHI,25,22.8,15.6,74,24,50,8.4,2.8,6.8,41.6,0.8,2.5,32.6,1.9,2.5,74.5,0.4,1.9,2.3,4.6,1.2,0.9,0.1,1.8,19.7,5,0,-3.4,6-4,198,Notre Dame,USA,2015,1,19,6-4,198,Notre Dame,USA,2015,1,19,1.1,0.1,1.0,0.7,0.1,6.4,93.6,82.8,10.3,0.4,16.4,5.4,42.4,0.4,45.8,8.8,40.5,44.4,4.6,0.4,8.9,,11.3,,11.3,5.1,11.4,12.6,0.2,0.4,1.5,0.4,0.2,0.6,60.0,40.0,0.04,2.4,2.8,5.2,0.9,1.6,59.8,0.1,0.5,23.1,0.3,0.7,41.2,0.4,1.0,38.4,0.5,1.1,41.2,0.6,1.8,35.1,8.7,13.8,63.1,1.2,3.2,37.7,1.2,3.1,40.3,1.4,3.5,40.9,3.1,8.0,38.0,3.4,9.0,38.1,109.1,-7.1,31.4,1.7,8.4,4.9,47.6,52.8,17.2,98.24,9.5,7.6
Jerryd Bayless,PHI,29,23.7,19.3,39,21,18,7.9,2.8,6.7,41.6,1.4,3.7,37.0,0.9,1.1,79.5,0.4,1.7,2.1,1.4,1.2,0.6,0.2,2.3,13.5,0,0,-1.8,6-3,200,Arizona,USA,2008,1,11,6-3,200,Arizona,USA,2008,1,11,0.6,0.1,0.6,0.3,0.0,12.0,88.0,76.5,0.0,0.2,11.4,4.8,43.4,0.4,47.9,13.1,20.9,25.9,1.4,0.4,3.1,,3.5,,3.5,1.9,6.8,8.9,0.1,0.1,1.0,0.4,0.4,0.8,51.6,48.4,0.05,3.0,2.2,5.2,1.0,1.5,65.0,0.1,0.4,26.7,0.1,0.3,30.8,0.1,0.4,29.4,0.7,1.8,38.0,0.8,2.2,34.9,8.1,13.6,59.4,1.6,4.2,39.5,1.9,4.5,43.4,2.0,4.1,50.0,2.5,6.2,40.9,2.9,9.6,30.3,105.5,-3.4,8.5,1.6,6.6,4.1,51.9,54.6,14.6,102.99,4.7,5.9
Jimmy Butler,MIN,28,36.7,33.6,59,37,22,22.2,7.4,15.6,47.4,1.2,3.4,35.0,6.2,7.2,85.4,1.3,4.0,5.3,4.9,1.8,2.0,0.4,1.3,41.1,3,0,6.3,6-8,236,Marquette,USA,2011,1,30,6-8,236,Marquette,USA,2011,1,30,2.1,0.4,1.8,1.3,0.3,18.9,81.1,84.8,16.3,1.6,29.6,10.7,49.9,0.8,54.2,8.3,40.6,48.0,4.9,0.4,9.2,,11.5,,11.5,5.4,12.0,13.4,0.4,0.8,3.5,0.7,1.1,1.9,39.1,60.9,0.12,3.1,3.1,6.3,2.9,4.6,61.7,1.0,1.9,53.1,1.3,2.7,46.0,0.9,2.3,39.3,0.8,2.3,35.3,0.6,1.6,34.0,14.0,21.8,64.1,2.2,5.9,37.5,2.1,5.2,39.8,2.0,5.3,38.3,4.7,12.8,36.7,4.2,11.6,35.7,106.4,8.3,20.4,3.8,11.2,7.5,51.2,59.0,24.5,95.76,15.1,12.6
Joakim Noah,NYK,33,5.7,16.5,7,1,6,1.7,0.7,1.4,50.0,0.0,0.0,0.0,0.3,0.6,50.0,0.9,1.1,2.0,0.6,0.6,0.3,0.3,0.7,6.1,0,0,0.0,6-11,230,Florida,USA,2007,1,9,6-11,230,Florida,USA,2007,1,9,1.7,0.9,0.9,0.7,0.6,50.0,50.0,71.4,57.1,1.0,50.0,3.6,56.0,0.3,60.9,3.3,11.0,6.9,0.6,0.0,2.0,,1.4,,1.4,0.6,5.2,5.2,0.6,1.1,0.6,0.0,0.1,0.1,0.0,100,0.00,2.1,0.4,2.6,0.3,1.0,28.6,0.4,0.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,2.0,71.4,0.9,2.1,40.0,0.4,1.4,30.0,1.0,1.5,66.7,0.3,1.2,28.6,0.6,2.1,26.7,86.2,-1.9,20.0,12.8,20.0,16.1,50.0,51.0,16.2,105.22,11.4,14.2
Jodie Meeks,WAS,30,14.5,13.0,77,41,36,6.3,2.0,5.1,39.9,0.9,2.7,34.3,1.3,1.5,86.3,0.2,1.4,1.6,0.9,0.5,0.4,0.1,0.7,10.5,0,0,-2.0,6-4,210,Kentucky,USA,2009,2,41,6-4,210,Kentucky,USA,2009,2,41,0.6,0.0,0.6,0.4,0.0,2.3,97.7,90.3,9.7,0.2,15.1,2.8,59.2,0.3,65.6,9.8,12.8,16.1,0.9,0.1,1.8,,2.1,,2.1,1.1,7.1,8.3,0.1,0.2,0.6,0.1,0.3,0.4,32.4,67.6,0.01,1.3,1.4,2.6,0.6,0.8,67.2,0.2,0.4,43.3,0.1,0.5,28.6,0.2,0.6,36.6,0.3,1.0,27.6,0.7,1.9,37.2,5.5,8.5,65.4,1.0,2.5,40.1,0.8,1.9,44.4,1.1,2.5,42.4,1.4,3.7,38.2,2.2,6.0,36.7,109.2,-6.8,10.0,1.3,10.2,5.6,49.1,54.8,17.9,99.93,9.2,9.0
Joe Harris,BKN,26,25.3,30.2,78,27,51,10.8,3.9,8.0,49.1,1.9,4.6,41.9,1.1,1.3,82.7,0.7,2.7,3.3,1.6,1.2,0.4,0.3,2.0,18.3,2,0,-1.5,6-6,219,Virginia,USA,2014,2,33,6-6,219,Virginia,USA,2014,2,33,2.0,0.1,1.8,1.3,0.2,7.8,92.2,89.4,15.0,0.9,27.5,7.5,44.0,0.5,47.0,8.3,26.6,26.1,1.6,0.3,3.6,,4.2,,4.2,2.1,6.2,7.7,0.2,0.5,0.8,0.3,0.4,0.8,44.3,55.7,0.03,4.2,2.3,6.5,1.6,2.5,63.1,0.2,0.4,56.3,0.1,0.2,42.9,0.1,0.2,28.6,0.7,2.0,37.7,1.2,2.6,45.6,8.8,14.6,59.9,2.2,5.3,41.1,2.2,5.0,44.0,2.4,5.7,41.3,3.0,7.6,40.2,2.7,7.7,34.9,108.4,-3.3,10.1,2.4,10.1,6.3,61.2,63.4,16.1,100.59,8.9,8.9
Joe Ingles,UTA,30,31.4,31.3,82,48,34,11.5,4.1,8.8,46.7,2.5,5.7,44.0,0.8,1.0,79.5,0.3,3.9,4.2,4.8,1.9,1.1,0.2,2.2,25.8,4,0,3.2,6-8,226,None,Australia,Undrafted,Undrafted,Undrafted,6-8,226,None,Australia,Undrafted,Undrafted,Undrafted,2.4,0.1,2.3,1.1,0.2,2.5,97.5,89.3,13.6,0.6,14.0,7.0,60.0,0.3,63.1,8.6,38.7,42.1,4.8,0.5,8.6,,11.6,,11.6,5.7,12.3,14.7,0.4,0.8,2.3,0.4,0.7,1.1,36.7,63.3,0.00,2.7,2.9,5.7,1.2,1.9,61.7,0.2,0.5,36.8,0.1,0.3,36.0,0.1,0.2,30.0,1.3,3.0,44.0,1.3,2.8,44.8,10.6,17.3,61.2,2.3,6.0,37.9,2.2,5.9,36.8,2.6,6.3,40.4,3.5,8.9,39.5,3.4,9.6,35.9,102.4,5.3,22.2,1.0,12.5,6.8,60.9,62.3,15.6,97.56,10.7,10.4
Joe Johnson,HOU,37,21.9,,55,35,20,6.8,2.7,6.5,40.6,0.7,2.6,27.6,0.7,0.8,88.9,0.3,2.9,3.1,1.5,0.9,0.3,0.1,1.2,13.3,0,0,-1.5,6-7,240,Arkansas,USA,2001,1,10,6-7,240,Arkansas,USA,2001,1,10,2.1,0.1,2.0,1.0,0.3,5.2,94.8,83.3,27.3,0.6,20.3,5.5,56.8,0.3,60.1,6.7,25.7,21.3,1.5,0.2,3.6,,3.8,,3.8,1.7,5.9,6.7,0.4,0.9,0.7,0.3,0.4,0.7,36.8,63.2,0.00,2.4,2.8,5.2,0.3,0.5,63.0,0.7,1.3,50.7,0.4,1.0,43.6,0.4,0.8,48.9,0.5,1.7,30.8,0.3,1.2,26.9,8.5,14.1,60.1,1.4,3.8,36.2,1.3,2.9,42.9,1.2,3.2,37.4,2.5,6.7,37.2,2.7,7.5,36.2,104.9,-3.6,10.9,1.1,13.0,7.0,46.1,49.0,15.7,98.17,7.0,
Joe Young,IND,26,10.5,,53,28,25,3.9,1.5,3.5,43.0,0.5,1.2,37.9,0.4,0.5,75.9,0.2,1.0,1.2,0.7,0.5,0.3,0.0,0.7,6.8,0,0,-1.0,6-2,185,Oregon,USA,2015,2,43,6-2,185,Oregon,USA,2015,2,43,0.3,0.0,0.3,0.2,0.0,0.0,100,100,8.3,0.1,9.5,2.2,55.3,0.2,60.0,11.7,11.9,14.7,0.7,0.1,1.6,,1.8,,1.8,0.9,6.2,7.3,0.0,0.0,0.6,0.3,0.2,0.5,55.6,44.4,0.04,0.8,1.0,1.8,0.5,0.9,53.2,0.1,0.3,41.7,0.2,0.4,50.0,0.2,0.7,35.3,0.3,0.5,46.2,0.3,0.9,37.8,4.2,6.3,67.1,0.9,1.9,46.7,0.8,1.7,43.7,0.8,2.2,36.6,1.0,2.7,37.7,1.1,4.0,27.8,106.7,-6.8,10.3,2.0,9.1,5.5,49.7,52.1,16.9,98.73,7.0,
Joel Bolomboy,UTA,24,6.3,,6,3,3,1.5,0.5,1.0,50.0,0.0,0.2,0.0,0.5,1.0,50.0,1.0,0.7,1.7,0.0,0.3,0.3,0.0,0.5,4.2,0,0,-2.2,6-9,235,Weber State,Ukraine,2016,2,52,6-9,235,Weber State,Ukraine,2016,2,52,1.5,0.3,1.2,0.7,0.3,22.2,77.8,100,50.0,0.7,40.0,2.3,71.4,0.2,76.9,5.7,5.8,3.8,0.0,0.2,0.7,,0.0,,0.0,0.2,0.0,2.9,0.8,1.7,0.3,0.0,0.2,0.2,0.0,100,0.00,2.0,0.8,2.8,0.5,1.0,50.0,0.0,0.0,0.0,0.2,0.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2.5,4.3,58.8,1.0,2.0,50.0,0.5,1.2,42.9,0.5,1.0,50.0,1.0,1.6,62.5,0.6,2.6,23.1,93.8,-18.1,0.0,13.3,12.1,12.8,50.0,52.1,11.5,103.24,7.1,
Joel Embiid,PHI,24,30.4,33.7,63,41,22,22.9,8.1,16.8,48.3,1.0,3.4,30.8,5.7,7.4,76.9,2.3,8.7,11.0,3.2,3.7,0.6,1.8,3.3,44.3,38,0,7.7,7-0,250,Kansas,Cameroon,2014,1,3,7-0,250,Kansas,Cameroon,2014,1,3,7.9,1.4,6.5,4.2,1.7,17.4,82.4,87.3,35.0,4.8,43.8,19.6,56.0,1.1,59.2,4.3,50.6,51.5,3.1,0.3,5.7,,7.8,,7.8,3.6,6.2,7.1,3.0,6.8,1.1,0.8,0.5,1.3,59.0,41.0,0.02,9.6,1.9,11.6,3.9,6.0,65.2,0.8,1.9,42.6,1.3,3.1,43.4,0.8,2.0,40.8,0.5,1.0,43.9,0.7,2.7,27.6,9.1,16.4,55.3,2.0,5.4,36.9,2.4,5.7,41.9,3.0,7.6,38.8,2.7,6.9,39.6,4.0,12.8,31.3,98.9,11.7,18.2,7.8,25.5,17.3,51.4,57.3,33.0,101.09,17.7,19.6
Joffrey Lauvergne,SAS,26,9.7,,55,30,25,4.1,1.8,3.5,51.6,0.0,0.1,0.0,0.5,0.9,63.8,1.1,2.0,3.1,0.7,0.6,0.2,0.1,0.8,9.0,1,0,-1.2,6-11,260,None,France,2013,2,55,6-11,260,None,France,2013,2,55,3.3,1.1,2.2,1.9,0.8,34.1,65.9,81.6,37.6,1.3,40.9,5.8,53.8,0.3,56.3,4.5,10.5,8.9,0.7,0.1,1.4,,1.8,,1.8,0.9,7.1,8.2,1.4,3.1,0.2,0.1,0.2,0.3,38.9,61.1,0.00,2.3,0.4,2.7,1.4,2.2,60.5,0.4,1.0,38.5,0.0,0.2,25.0,0.1,0.1,66.7,0.0,0.1,0.0,0.0,0.0,0.0,4.2,6.4,65.3,0.9,2.0,43.9,0.6,1.8,33.3,0.7,1.7,39.0,1.2,2.7,43.1,1.1,3.6,31.5,106.3,-5.8,12.1,11.8,20.7,16.2,51.6,53.6,19.2,100.56,11.9,
John Collins,ATL,20,24.1,30.0,74,21,53,10.5,4.2,7.4,57.6,0.2,0.6,34.0,1.8,2.5,71.5,2.4,4.9,7.3,1.3,1.4,0.6,1.1,2.9,25.0,11,0,-3.0,6-10,235,Wake Forest,USA,2017,1,19,6-10,235,Wake Forest,USA,2017,1,19,7.6,1.8,5.7,3.8,1.4,24.1,75.9,82.2,31.0,3.3,44.8,15.9,46.0,1.0,49.0,4.7,36.3,25.7,1.3,0.2,2.5,,3.4,,3.4,1.5,3.7,4.2,3.1,7.2,1.0,0.5,0.4,0.9,52.9,47.1,0.00,7.7,2.2,10.0,3.4,5.1,67.7,0.2,0.5,33.3,0.3,0.6,41.3,0.2,0.5,33.3,0.2,0.5,35.0,0.0,0.1,40.0,8.2,13.7,59.9,1.4,3.5,38.5,1.9,4.1,45.4,2.2,4.9,44.8,3.2,8.1,40.1,3.2,8.7,36.2,107.3,-6.2,9.0,9.4,20.1,14.7,59.1,62.0,17.4,99.88,11.9,13.6
John Henson,MIL,27,25.9,13.5,76,39,37,8.8,3.8,6.6,57.2,0.0,0.1,14.3,1.2,2.1,57.0,2.0,4.8,6.8,1.5,1.1,0.6,1.4,2.7,24.1,10,0,2.2,6-11,229,North Carolina,USA,2012,1,14,6-11,229,North Carolina,USA,2012,1,14,6.8,1.1,5.7,3.5,1.2,16.2,83.8,85.2,29.9,3.3,47.8,12.6,54.0,0.5,56.2,4.5,21.4,18.7,1.5,0.1,2.3,,3.6,,3.6,1.7,7.1,7.9,2.7,5.8,1.5,0.3,0.2,0.5,54.3,45.7,0.00,7.9,1.7,9.6,3.0,4.6,64.8,0.5,1.2,44.1,0.1,0.1,44.4,0.2,0.5,34.3,0.1,0.2,33.3,0.0,0.0,33.3,10.6,17.4,60.6,1.3,3.6,36.6,1.6,3.9,40.7,1.6,4.3,37.9,2.2,5.8,37.9,3.5,10.0,35.0,106.3,4.9,8.3,8.3,18.5,13.6,57.3,58.2,14.9,97.18,9.7,12.7
John Holland,CLE,29,7.3,0.7,24,17,7,2.3,0.7,2.5,28.8,0.5,1.5,30.6,0.4,0.5,69.2,0.3,0.8,1.0,0.2,0.3,0.3,0.1,0.4,4.6,0,0,-1.2,6-5,205,Boston University,USA,Undrafted,Undrafted,Undrafted,6-5,205,Boston University,USA,Undrafted,Undrafted,Undrafted,1.1,0.0,1.1,0.7,0.2,3.7,96.3,81.0,23.8,0.3,29.2,1.9,53.3,0.1,55.8,9.7,5.0,5.7,0.2,0.1,0.5,,0.5,,0.5,0.3,4.2,5.8,0.1,0.2,0.4,0.1,0.3,0.4,30.0,70.0,0.08,1.0,0.7,1.6,0.3,0.7,38.5,0.0,0.1,0.0,0.1,0.3,25.0,0.0,0.2,0.0,0.2,1.0,20.0,0.4,0.9,38.9,3.7,6.2,60.2,0.8,1.7,46.2,0.8,1.3,57.1,0.6,1.3,45.8,1.2,2.4,47.9,1.3,4.1,32.1,112.3,-8.8,4.0,3.6,10.4,7.0,38.1,41.7,17.8,101.12,3.4,0.0
John Wall,WAS,27,34.4,34.5,41,23,18,19.4,6.8,16.3,42.0,1.5,4.1,37.1,4.3,5.9,72.6,0.5,3.1,3.7,9.6,3.9,1.4,1.1,2.0,41.8,19,0,3.1,6-4,210,Kentucky,USA,2010,1,1,6-4,210,Kentucky,USA,2010,1,1,0.5,0.0,0.5,0.4,0.1,0.0,100,94.1,11.8,0.2,6.7,8.9,41.0,0.7,44.5,11.3,54.2,69.5,9.6,0.7,17.6,,23.3,,23.3,10.5,17.7,19.4,0.1,0.2,2.7,0.4,0.8,1.2,34.0,66.0,0.10,5.4,1.8,7.2,3.4,5.8,59.3,0.3,0.8,34.4,0.3,1.1,29.5,1.1,3.7,30.7,0.5,1.6,30.8,1.2,3.2,37.1,13.6,21.9,62.2,1.7,4.8,36.0,2.1,5.2,41.0,2.6,7.0,37.8,3.0,8.7,33.9,4.8,13.7,35.2,106.1,3.8,42.5,1.6,8.8,5.3,46.6,51.5,28.1,100.44,13.0,12.3
